ID,Title,ShortTitle,Identifier,Summary,Modified,ReasonDelivery,ExplanatoryText,Language,Catalog,Frequency,Period,ShortDescription,Description,DefaultPresentation,DefaultSelection,GraphTypes,OutputStatus,Source,MetaDataModified,SearchPriority
GM1949,Waadhoeke,"Grenswijziging per 01-01-2021, ontvangen van:
- Leeuwarden (GM0080),
... 57 hectare met 1 woning en 3 inwoners
Grenswijziging per 01-01-2021, overgegaan naar:
- Leeuwarden (GM0080),
... 1 hectare met 0 woningen en 0 inwoners

Grenswijziging per 14-09-2018, overgegaan naar:
- Súdwest-Fryslân (GM1900),
... 75 hectare met 3 woningen en 0 inwoners

Ontstaan per 01-01-2018, ontvangen van:
- het Bildt (GM0063),
... 9233 hectare met 4706 woningen en 10560 inwoners
- Franekeradeel (GM0070),
... 10259 hectare met 9614 woningen en 20213 inwoners
- Littenseradiel (GM0140),
... 1999 hectare met 806 woningen en 1878 inwoners
- Menameradiel (GM1908),
... 6884 hectare met 5877 woningen en 13450 inwoners
Begindatum 01-01-2018
",,,,,,,,,,,,,,,,,,
GM0866,Waalre,"Grenswijziging per 01-01-2016, overgegaan naar:
- Valkenswaard (GM0858),
... 0 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1997, ontvangen van:
- Heeze (GM0793),
... 83 hectare met 2 woningen en 0 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0867,Waalwijk,"Grenswijziging per 01-01-2004, overgegaan naar:
- Loon op Zand (GM0809),
... 1 hectare met 12 woningen en 25 inwoners

Gemeentelijke herindeling per 01-01-1997, ontvangen van:
- Sprang-Capelle (GM0849),
... 2459 hectare met 3686 woningen en 10029 inwoners
- Waalwijk (GM0867),
... 2256 hectare met 11729 woningen en 29507 inwoners
- Waspik (GM0869),
... 1769 hectare met 1780 woningen en 4964 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0627,Waddinxveen,"Begindatum 01-07-1870

",,,,,,,,,,,,,,,,,,
GM0289,Wageningen,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0628,Warmond,"Opgeheven per 01-01-2006, overgegaan naar:
- Teylingen (GM1525),
... 1000 hectare met 1953 woningen en 4956 inwoners

Grenswijziging per 01-01-1996, overgegaan naar:
- Oegstgeest (GM0579),
... 5 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0291,Warnsveld,"Opgeheven per 01-01-2005, overgegaan naar:
- Zutphen (GM0301),
... 1682 hectare met 3502 woningen en 9201 inwoners

Grenswijziging per 01-01-2000, overgegaan naar:
- Zutphen (GM0301),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0869,Waspik,"Opgeheven per 01-01-1997, overgegaan naar:
- Waalwijk (GM0867),
... 1769 hectare met 1780 woningen en 4964 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0629,Wassenaar,"Grenswijziging per 01-01-1996, ontvangen van:
- 's-Gravenhage (GM0518),
... 15 hectare met 3 woningen en 0 inwoners
Grenswijziging per 01-01-1996, overgegaan naar:
- 's-Gravenhage (GM0518),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0630,Wateringen,"Opgeheven per 01-01-2004, overgegaan naar:
- Westland (GM1783),
... 886 hectare met 6751 woningen en 16629 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0852,Waterland,"Begindatum 01-01-1991

",,,,,,,,,,,,,,,,,,
GM0188,Weerselo,"Opgeheven per 01-01-2001, overgegaan naar:
- Denekamp (GM0149),
... 8474 hectare met 3061 woningen en 8959 inwoners
- Enschede (GM0153),
... 129 hectare met 0 woningen en 0 inwoners
- Hengelo (O.) (GM0164),
... 79 hectare met 29 woningen en 38 inwoners
- Oldenzaal (GM0173),
... 527 hectare met 78 woningen en 297 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0988,Weert,"Gemeentelijke herindeling per 01-01-1998, ontvangen van:
- Stramproy (GM0973),
... 1214 hectare met 1870 woningen en 5080 inwoners
- Weert (GM0988),
... 9257 hectare met 17255 woningen en 42510 inwoners

Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM0457,Weesp,"Grenswijziging per 01-01-2016, ontvangen van:
- Muiden (GM0424),
... 235 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2016, overgegaan naar:
- Gooise Meren (GM1942),
... 4 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2009, overgegaan naar:
- Wijdemeren (GM1696),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0292,Wehl,"Opgeheven per 01-01-2005, overgegaan naar:
- Doetinchem (GM0222),
... 2335 hectare met 2347 woningen en 6803 inwoners
- Montferland (GM1955),
... 20 hectare met 0 woningen en 0 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0870,Werkendam,"Opgeheven per 01-01-2019, overgegaan naar:
- Altena (GM1959),
... 10090 hectare met 10929 woningen en 27295 inwoners

Gemeentelijke herindeling per 01-01-1997, ontvangen van:
- Dussen (GM0769),
... 3624 hectare met 2330 woningen en 6178 inwoners
- Werkendam (GM0870),
... 6960 hectare met 6726 woningen en 19397 inwoners
Grenswijziging per 01-01-1997, ontvangen van:
- Made en Drimmelen (GM0812),
... 43 hectare met 7 woningen en 0 inwoners
Grenswijziging per 01-01-1997, overgegaan naar:
- Made (GM1665),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0459,Wervershoof,"Opgeheven per 01-01-2011, overgegaan naar:
- Medemblik (GM0420),
... 2340 hectare met 3347 woningen en 8746 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1960,West Betuwe,"Ontstaan per 01-01-2019, ontvangen van:
- Geldermalsen (GM0236),
... 9985 hectare met 11070 woningen en 27036 inwoners 
- Neerijnen (GM0304),
... 6596 hectare met 4974 woningen en 12468 inwoners 
- Lingewaal (GM0733),
... 5031 hectare met 4666 woningen en 11193 inwoners 
Begindatum 01-01-2019
",,,,,,,,,,,,,,,,,,
GM0668,West Maas en Waal,"Begindatum 01-07-1985

",,,,,,,,,,,,,,,,,,
GM0134,Westerbork,"Opgeheven per 01-01-1998, overgegaan naar:
- Aa en Hunze (GM1680),
... 1 hectare met 0 woningen en 0 inwoners
- Coevorden (GM0109),
... 3 hectare met 0 woningen en 0 inwoners
- Hoogeveen (GM0118),
... 372 hectare met 214 woningen en 659 inwoners
- Middenveld (GM1697),
... 13207 hectare met 3012 woningen en 7798 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0871,Westerhoven,"Opgeheven per 01-01-1997, overgegaan naar:
- Bergeyk (GM0749),
... 1057 hectare met 649 woningen en 1840 inwoners
- Valkenswaard (GM0858),
... 1 hectare met 0 woningen en 0 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0558,Wester-Koggenland,"Opgeheven per 01-01-2007, overgegaan naar:
- Koggenland (GM1598),
... 6028 hectare met 5557 woningen en 14294 inwoners

Grenswijziging per 01-01-2004, overgegaan naar:
- Hoorn (GM0405),
... 6 hectare met 0 woningen en 0 inwoners

Begindatum 01-01-1979

",,,,,,,,,,,,,,,,,,
GM1969,Westerkwartier,"Ontstaan per 01-01-2019, ontvangen van:
- Grootegast (GM0015),
... 8670 hectare met 5045 woningen en 12191 inwoners
- Leek (GM0022),
... 6318 hectare met 8868 woningen en 19732 inwoners
- Marum (GM0025),
... 6437 hectare met 4447 woningen en 10484 inwoners
- Winsum (GM0053),
... 2303 hectare met 732 woningen en 1558 inwoners
- Zuidhorn (GM0056),
... 12542 hectare met 7953 woningen en 19066 inwoners
Begindatum 01-01-2019
",,,,,,,,,,,,,,,,,,
GM0725,Westerschouwen,"Opgeheven per 01-01-1997, overgegaan naar:
- Schouwen-Duiveland (GM1676),
... 5944 hectare met 3377 woningen en 6217 inwoners

Begindatum 01-01-1961

",,,,,,,,,,,,,,,,,,
GM1701,Westerveld,"Ontstaan per 01-01-1998, ontvangen van:
- Diever (GM0111),
... 7505 hectare met 1482 woningen en 3834 inwoners
- Dwingeloo (GM0112),
... 6797 hectare met 1663 woningen en 4042 inwoners
- Havelte (GM0117),
... 7063 hectare met 2639 woningen en 6419 inwoners
- Vledder (GM0132),
... 4783 hectare met 1753 woningen en 4155 inwoners
Grenswijziging per 01-01-1998, ontvangen van:
- Beilen (GM0107),
... 476 hectare met 1 woning en 2 inwoners
- Nijeveen (GM0121),
... 2 hectare met 0 woningen en 0 inwoners
- Ruinen (GM0127),
... 1086 hectare met 17 woningen en 39 inwoners
- Smilde (GM0131),
... 319 hectare met 6 woningen en 6 inwoners
Begindatum 01-01-1998

",,,,,,,,,,,,,,,,,,
GM0293,Westervoort,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1950,Westerwolde,"Ontstaan per 01-01-2018, ontvangen van:
- Bellingwedde (GM0007),
... 10837 hectare met 4118 woningen en 8816 inwoners
- Vlagtwedde (GM0048),
... 17640 hectare met 7845 woningen en 15868 inwoners
Begindatum 01-01-2018
",,,,,,,,,,,,,,,,,,
GM0726,Westkapelle,"Opgeheven per 01-01-1997, overgegaan naar:
- Veere (GM0717),
... 859 hectare met 1157 woningen en 2730 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1783,Westland,"Ontstaan per 01-01-2004, ontvangen van:
- 's-Gravenzande (GM0519),
... 1725 hectare met 7427 woningen en 19560 inwoners
- De Lier (GM0552),
... 837 hectare met 4090 woningen en 10964 inwoners
- Monster (GM0562),
... 1431 hectare met 7954 woningen en 20489 inwoners
- Naaldwijk (GM0565),
... 2460 hectare met 11162 woningen en 29094 inwoners
- Wateringen (GM0630),
... 886 hectare met 6751 woningen en 16629 inwoners
Grenswijziging per 01-01-2004, ontvangen van:
- Maasland (GM0555),
... 349 hectare met 104 woningen en 166 inwoners
- Schipluiden (GM0607),
... 301 hectare met 135 woningen en 368 inwoners
Begindatum 01-01-2004

",,,,,,,,,,,,,,,,,,
GM0098,Weststellingwerf,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0614,Westvoorne,"Begindatum 01-01-1980
",,,,,,,,,,,,,,,,,,
GM0189,Wierden,"Grenswijziging per 01-01-2009, ontvangen van:
- Rijssen-Holten (GM1742),
... 21 hectare met 4 woningen en 10 inwoners
Grenswijziging per 01-01-2009, overgegaan naar:
- Rijssen-Holten (GM1742),
... 12 hectare met 1 woning en 5 inwoners

Grenswijziging per 01-01-2005, ontvangen van:
- Hellendoorn (GM0163),
... 1 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2004, overgegaan naar:
- Hellendoorn (GM0163),
... 39 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2001, overgegaan naar:
- Almelo (GM0141),
... 119 hectare met 11 woningen en 29 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0462,Wieringen,"Opgeheven per 01-01-2012, overgegaan naar:
- Hollands Kroon (GM1911),
... 2688 hectare met 3853 woningen en 8562 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0463,Wieringermeer,"Opgeheven per 01-01-2012, overgegaan naar:
- Hollands Kroon (GM1911),
... 19498 hectare met 5264 woningen en 12565 inwoners

Begindatum 01-01-1938
",,,,,,,,,,,,,,,,,,
GM0296,Wijchen,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1696,Wijdemeren,"Grenswijziging per 01-01-2012, overgegaan naar:
- Stichtse Vecht (GM1904),
... 0 hectare met 0 woningen en 4 inwoners

Grenswijziging per 01-01-2009, ontvangen van:
- Hilversum (GM0402),
... 2 hectare met 0 woningen en 0 inwoners
- Weesp (GM0457),
... 2 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2009, overgegaan naar:
- Hilversum (GM0402),
... 22 hectare met 0 woningen en 0 inwoners

Ontstaan per 01-01-2002, ontvangen van:
- 's-Graveland (GM0390),
... 2167 hectare met 3756 woningen en 9339 inwoners
- Loosdrecht (GM0330),
... 1533 hectare met 3677 woningen en 8902 inwoners
- Nederhorst den Berg (GM0426),
... 1162 hectare met 2001 woningen en 5090 inwoners
Begindatum 01-01-2002
",,,,,,,,,,,,,,,,,,
GM0190,Wijhe,"Opgeheven per 01-01-2001, overgegaan naar:
- Olst (GM0174),
... 5389 hectare met 2906 woningen en 7695 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0135,De Wijk,"Opgeheven per 01-01-1998, overgegaan naar:
- Meppel (GM0119),
... 534 hectare met 86 woningen en 236 inwoners
- De Wolden (GM1690),
... 3661 hectare met 1983 woningen en 5017 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0352,Wijk bij Duurstede,"Grenswijziging per 01-01-2016, ontvangen van:
- Utrechtse Heuvelrug (GM1581),
... 14 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-1996, ontvangen van:
- Cothen (GM0314),
... 1174 hectare met 933 woningen en 2616 inwoners
- Langbroek (GM0325),
... 1788 hectare met 728 woningen en 2121 inwoners
- Wijk bij Duurstede (GM0352),
... 1806 hectare met 6206 woningen en 17205 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0872,Willemstad,"Opgeheven per 01-01-1997, overgegaan naar:
- Zevenbergen (GM0878),
... 1794 hectare met 1365 woningen en 3449 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0052,Winschoten,"Opgeheven per 01-01-2010, overgegaan naar:
- Oldambt (GM1895),
... 2058 hectare met 8730 woningen en 18271 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0053,Winsum,"Opgeheven per 01-01-2019, overgegaan naar:
- Het Hogeland (GM1966),
... 7807 hectare met 5308 woningen en 11947 inwoners
- Westerkwartier (GM1969),
... 2303 hectare met 732 woningen en 1558 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0294,Winterswijk,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0295,Wisch,"Opgeheven per 01-01-2005, overgegaan naar:
- Bronckhorst (GM1876),
... 1 hectare met 0 woningen en 0 inwoners
- Oude IJsselstreek (GM1509),
... 7235 hectare met 7786 woningen en 19481 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0990,Wittem,"Opgeheven per 01-01-1999, overgegaan naar:
- Gulpen-Wittem (GM1729),
... 4244 hectare met 2962 woningen en 7734 inwoners

Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM0873,Woensdrecht,"Gemeentelijke herindeling per 01-01-1997, ontvangen van:
- Huijbergen (GM0803),
... 1063 hectare met 706 woningen en 1946 inwoners
- Ossendrecht (GM0829),
... 2942 hectare met 2089 woningen en 5223 inwoners
- Putte (GM0833),
... 1851 hectare met 1486 woningen en 3733 inwoners
- Woensdrecht (GM0873),
... 3444 hectare met 4049 woningen en 9766 inwoners
Grenswijziging per 01-01-1997, ontvangen van:
- Bergen op Zoom (GM0748),
... 51 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-1997, overgegaan naar:
- Bergen op Zoom (GM0748),
... 768 hectare met 153 woningen en 307 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0632,Woerden,"Gemeentelijke herindeling per 01-01-2001, ontvangen van:
- Harmelen (GM0318),
... 2342 hectare met 2924 woningen en 7884 inwoners
- Woerden (GM0632),
... 6592 hectare met 15337 woningen en 39037 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0466,Wognum,"Opgeheven per 01-01-2007, overgegaan naar:
- Hoorn (GM0405),
... 102 hectare met 0 woningen en 0 inwoners
- Medemblik (GM0420),
... 2033 hectare met 2978 woningen en 8229 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1690,De Wolden,"Grenswijziging per 01-01-2000, ontvangen van:
- Hoogeveen (GM0118),
... 13 hectare met 3 woningen en 10 inwoners
- Meppel (GM0119),
... 18 hectare met 2 woningen en 4 inwoners

Ontstaan per 01-01-1998, ontvangen van:
- Ruinen (GM0127),
... 6460 hectare met 1785 woningen en 4525 inwoners
- Ruinerwold (GM0128),
... 3425 hectare met 1372 woningen en 3606 inwoners
- De Wijk (GM0135),
... 3661 hectare met 1983 woningen en 5017 inwoners
- Zuidwolde (GM0137),
... 8935 hectare met 3705 woningen en 10162 inwoners
Grenswijziging per 01-01-1998, ontvangen van:
- Dwingeloo (GM0112),
... 1 hectare met 0 woningen en 0 inwoners
- Havelte (GM0117),
... 1 hectare met 0 woningen en 0 inwoners
- Hoogeveen (GM0118),
... 1 hectare met 0 woningen en 0 inwoners
Begindatum 01-01-1998

",,,,,,,,,,,,,,,,,,
GM0880,Wormerland,"Begindatum 01-01-1991

",,,,,,,,,,,,,,,,,,
GM0351,Woudenberg,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0874,Woudrichem,"Opgeheven per 01-01-2019, overgegaan naar:
- Altena (GM1959),
... 4932 hectare met 6125 woningen en 14770 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0875,Wouw,"Opgeheven per 01-01-1997, overgegaan naar:
- Bergen op Zoom (GM0748),
... 292 hectare met 64 woningen en 182 inwoners
- Roosendaal (GM1674),
... 4842 hectare met 3153 woningen en 8361 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0710,Wûnseradiel,"Opgeheven per 01-01-2011, overgegaan naar:
- Súdwest-Fryslân (GM1900),
... 15847 hectare met 5032 woningen en 11849 inwoners
.
Begindatum 01-01-1987

",,,,,,,,,,,,,,,,,,
GM0683,Wymbritseradiel,"Opgeheven per 01-01-2011, overgegaan naar:
- Súdwest-Fryslân (GM1900),
... 13800 hectare met 6588 woningen en 16078 inwoners

Grenswijziging per 01-01-1998, ontvangen van:
- Sneek (GM0091),
... 1 hectare met 0 woningen en 0 inwoners

Begindatum 01-01-1986

",,,,,,,,,,,,,,,,,,
GM0479,Zaanstad,"Begindatum 01-01-1974

",,,,,,,,,,,,,,,,,,
GM0297,Zaltbommel,"Grenswijziging per 01-01-2000, overgegaan naar:
- Maasdriel (GM0263),
... 56 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-1999, ontvangen van:
- Brakel (GM0212),
... 3351 hectare met 2522 woningen en 7136 inwoners
- Kerkwijk (GM0257),
... 3734 hectare met 2206 woningen en 6769 inwoners
- Zaltbommel (GM0297),
... 985 hectare met 4452 woningen en 11394 inwoners
Grenswijziging per 01-01-1999, ontvangen van:
- Rossum (GM0276),
... 13 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0473,Zandvoort,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0707,Zederik,"Opgeheven per 01-01-2019, overgegaan naar:
- Vijfheerenlanden (GM1961),
... 7345 hectare met 5661 woningen en 14020 inwoners
Provinciale wijziging per 01-01-2019:
- overgegaan van provincie Zuid-Holland naar provincie Utrecht

Begindatum 01-01-1986
",,,,,,,,,,,,,,,,,,
GM0478,Zeevang,"Opgeheven per 01-01-2016, overgegaan naar:
- Edam-Volendam (GM0385),
... 3806 hectare met 2576 woningen en 6257 inwoners

Begindatum 01-08-1970
",,,,,,,,,,,,,,,,,,
GM0050,Zeewolde,"Begindatum 01-01-1984

",,,,,,,,,,,,,,,,,,
GM0355,Zeist,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0298,Zelhem,"Opgeheven per 01-01-2005, overgegaan naar:
- Berkelland (GM1859),
... 1 hectare met 0 woningen en 0 inwoners
- Bronckhorst (GM1876),
... 7566 hectare met 4185 woningen en 11016 inwoners
- Doetinchem (GM0222),
... 327 hectare met 54 woningen en 175 inwoners
- Groenlo (GM0240),
... 284 hectare met 36 woningen en 104 inwoners
- Oude IJsselstreek (GM1509),
... 2 hectare met 0 woningen en 0 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0299,Zevenaar,"Gemeentelijke herindeling per 01-01-2018, ontvangen van:
- Rijnwaarden (GM0196),
... 3960 hectare met 4804 woningen en 10810 inwoners
- Zevenaar (GM0299),
... 5327 hectare met 14880 woningen en 32592 inwoners

Grenswijziging per 01-01-2007, overgegaan naar:
- Montferland (GM1955),
... 11 hectare met 1 woning en 3 inwoners

Gemeentelijke herindeling per 01-01-2005, ontvangen van:
- Angerlo (GM0199),
... 2612 hectare met 1843 woningen en 5184 inwoners
- Zevenaar (GM0299),
... 2419 hectare met 11358 woningen en 26253 inwoners
Grenswijziging per 01-01-2005, ontvangen van:
- Bergh (GM0207),
... 28 hectare met 0 woningen en 0 inwoners
- Didam (GM0218),
... 320 hectare met 66 inwoners
Grenswijziging per 01-01-2005, overgegaan naar:
- Rijnwaarden (GM0196),
... 312 hectare met 0 woningen en 4 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0878,Zevenbergen,"Naamswijziging per 04-04-1998,
nieuwe naam: Moerdijk (GM1709)

Gemeentelijke herindeling per 01-01-1997, ontvangen van:
- Fijnaart en Heijningen (GM0778),
... 4165 hectare met 2492 woningen en 6173 inwoners
- Klundert (GM0804),
... 3628 hectare met 2589 woningen en 6790 inwoners
- Standdaarbuiten (GM0850),
... 1334 hectare met 1082 woningen en 2971 inwoners
- Willemstad (GM0872),
... 1794 hectare met 1365 woningen en 3449 inwoners
- Zevenbergen (GM0878),
... 4041 hectare met 6332 woningen en 16326 inwoners
Grenswijziging per 01-01-1997, ontvangen van:
- Etten-Leur (GM0777),
... 26 hectare met 0 woningen en 0 inwoners
- Hoeven (GM0799),
... 6 hectare met 1 woning en 0 inwoners
- Hooge en Lage Zwaluwe (GM0802),
... 404 hectare met 241 woningen en 604 inwoners
- Oud en Nieuw Gastel (GM0831),
... 3 hectare met 0 woningen en 0 inwoners
- Oudenbosch (GM0830),
... 6 hectare met 0 woningen en 0 inwoners
- Prinsenbeek (GM0832),
... 40 hectare met 0 woningen en 0 inwoners
- Terheijden (GM0853),
... 473 hectare met 102 woningen en 266 inwoners
Grenswijziging per 01-01-1997, overgegaan naar:
- Made (GM1665),
... 844 hectare met 56 woningen en 151 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1666,Zevenhuizen-Moerkapelle,"Opgeheven per 01-01-2010, overgegaan naar:
- Zuidplas (GM1892),
... 2985 hectare met 3958 woningen en 10531 inwoners

Grenswijziging per 01-01-1995, overgegaan naar:
- Rotterdam (GM0599),
... 376 hectare met 94 woningen en 251 inwoners

Begindatum 01-02-1992

",,,,,,,,,,,,,,,,,,
GM0732,Zierikzee,"Opgeheven per 01-01-1997, overgegaan naar:
- Schouwen-Duiveland (GM1676),
... 2304 hectare met 4284 woningen en 10114 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0476,Zijpe,"Opgeheven per 01-01-2013, overgegaan naar:
- Schagen (GM0441),
... 9509 hectare met 4834 woningen en 11519 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0637,Zoetermeer,"Grenswijziging per 01-01-2002, ontvangen van:
- Leidschendam (GM0548),
... 2 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2002, overgegaan naar:
- 's-Gravenhage (GM0518),
... 1 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0638,Zoeterwoude,"Grenswijziging per 01-01-2011, ontvangen van:
- Leiden (GM0546),
... 4 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0056,Zuidhorn,"Opgeheven per 01-01-2019, overgegaan naar:
- Westerkwartier (GM1969),
... 12542 hectare met 7953 woningen en 19066 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
